Date,Unnamed: 0,Mood,Tags,Weather,Moods,EmotionCat,DateTime,Weekday,Time
2023-08-23,456,Determined;Productive,Home;Writing;By myself,broken clouds,Determined,"High Energy, Positive",2023-08-23 06:42:00,2,06:42:00
2023-08-23,456,Determined;Productive,Home;Writing;By myself,broken clouds,Productive,"High Energy, Positive",2023-08-23 06:42:00,2,06:42:00
2023-08-22,457,Determined,Home;Resting;By myself,few clouds,Determined,"High Energy, Positive",2023-08-22 17:48:00,1,17:48:00
2023-08-22,458,At Ease;Curious,Work;Planning teaching;Co-workers,broken clouds,At Ease,"Low Energy, Positive",2023-08-22 14:26:00,1,14:26:00
2023-08-22,458,At Ease;Curious,Work;Planning teaching;Co-workers,broken clouds,Curious,"High Energy, Positive",2023-08-22 14:26:00,1,14:26:00
2023-08-22,459,Sad;Challenged,Home;Writing;By myself,scattered clouds,Sad,"Low Energy, Negative",2023-08-22 06:55:00,1,06:55:00
2023-08-22,459,Sad;Challenged,Home;Writing;By myself,scattered clouds,Challenged,"High Energy, Negative",2023-08-22 06:55:00,1,06:55:00
2023-08-21,460,At Ease,Home;Eating;Pets,clear sky,At Ease,"Low Energy, Positive",2023-08-21 17:56:00,0,17:56:00
2023-08-21,461,Meh,Home;Watching shows;By myself,clear sky,Meh,"Low Energy, Negative",2023-08-21 14:55:00,0,14:55:00
2023-08-21,462,Confused;Hopeful,Outside;Walking;By myself,scattered clouds,Confused,"Low Energy, Negative",2023-08-21 07:34:00,0,07:34:00
2023-08-21,462,Confused;Hopeful,Outside;Walking;By myself,scattered clouds,Hopeful,"High Energy, Positive",2023-08-21 07:34:00,0,07:34:00
2023-08-20,463,Lost,Home;Watching shows;By myself,few clouds,Lost,"Low Energy, Negative",2023-08-20 18:45:00,6,18:45:00
2023-08-20,464,Nostalgic;Wishful,Home;Resting;By myself,mist,Nostalgic,"Low Energy, Negative",2023-08-20 11:28:00,6,11:28:00
2023-08-20,464,Nostalgic;Wishful,Home;Resting;By myself,mist,Wishful,"Low Energy, Negative",2023-08-20 11:28:00,6,11:28:00
2023-08-20,465,Melancholic;Pensive,Outside;Walking;Listening to music;By myself,mist,Melancholic,"Low Energy, Negative",2023-08-20 09:18:00,6,09:18:00
2023-08-20,465,Melancholic;Pensive,Outside;Walking;Listening to music;By myself,mist,Pensive,"Low Energy, Positive",2023-08-20 09:18:00,6,09:18:00
2023-08-19,466,Valued;Proud,At friends;Hanging out;Friends,overcast clouds,Valued,"High Energy, Positive",2023-08-19 18:10:00,5,18:10:00
2023-08-19,466,Valued;Proud,At friends;Hanging out;Friends,overcast clouds,Proud,"High Energy, Positive",2023-08-19 18:10:00,5,18:10:00
2023-08-19,467,Pensive,Home;Writing;By myself,broken clouds,Pensive,"Low Energy, Positive",2023-08-19 06:50:00,5,06:50:00
2023-08-18,468,Nostalgic;Calm,Commuting;Between places;Strangers,overcast clouds,Nostalgic,"Low Energy, Negative",2023-08-18 10:54:00,4,10:54:00
2023-08-18,468,Nostalgic;Calm,Commuting;Between places;Strangers,overcast clouds,Calm,"Low Energy, Positive",2023-08-18 10:54:00,4,10:54:00
2023-08-18,469,Thoughtful;Pensive,Home;Writing;Pets,broken clouds,Thoughtful,"Low Energy, Positive",2023-08-18 06:45:00,4,06:45:00
2023-08-18,469,Thoughtful;Pensive,Home;Writing;Pets,broken clouds,Pensive,"Low Energy, Positive",2023-08-18 06:45:00,4,06:45:00
2023-08-17,470,Pensive,Work;Resting;Pets,light rain,Pensive,"Low Energy, Positive",2023-08-17 20:03:00,3,20:03:00
2023-08-17,471,Wishful;Wistful,Home;Watching shows;Resting;By myself,light rain,Wishful,"Low Energy, Negative",2023-08-17 18:03:00,3,18:03:00
2023-08-17,471,Wishful;Wistful,Home;Watching shows;Resting;By myself,light rain,Wistful,"Low Energy, Negative",2023-08-17 18:03:00,3,18:03:00
2023-08-17,472,Proud,Outside;Between places;By myself,overcast clouds,Proud,"High Energy, Positive",2023-08-17 13:43:00,3,13:43:00
2023-08-17,473,Motivated;Wistful,Home;Writing;By myself,scattered clouds,Motivated,"High Energy, Positive",2023-08-17 06:31:00,3,06:31:00
2023-08-17,473,Motivated;Wistful,Home;Writing;By myself,scattered clouds,Wistful,"Low Energy, Negative",2023-08-17 06:31:00,3,06:31:00
2023-08-16,474,Balanced,Home;Writing;By myself,scattered clouds,Balanced,"Low Energy, Positive",2023-08-16 17:45:00,2,17:45:00
2023-08-16,475,Connected;Productive,Work;Planning teaching;Co-workers,scattered clouds,Connected,"High Energy, Positive",2023-08-16 12:45:00,2,12:45:00
2023-08-16,475,Connected;Productive,Work;Planning teaching;Co-workers,scattered clouds,Productive,"High Energy, Positive",2023-08-16 12:45:00,2,12:45:00
2023-08-15,476,Sad,Home;Resting;Pets,overcast clouds,Sad,"Low Energy, Negative",2023-08-15 21:45:00,1,21:45:00
2023-08-15,477,Chill,Home;Resting;Pets,moderate rain,Chill,"Low Energy, Positive",2023-08-15 14:42:00,1,14:42:00
2023-08-15,478,Confident;Balanced,Outside;Between places;By myself,broken clouds,Confident,"High Energy, Positive",2023-08-15 06:37:00,1,06:37:00
2023-08-15,478,Confident;Balanced,Outside;Between places;By myself,broken clouds,Balanced,"Low Energy, Positive",2023-08-15 06:37:00,1,06:37:00
2023-08-14,479,Determined,Home;Writing;By myself,few clouds,Determined,"High Energy, Positive",2023-08-14 09:00:00,0,09:00:00
2023-08-13,480,Calm;Anxious,Home;Hanging out;Strangers,broken clouds,Calm,"Low Energy, Positive",2023-08-13 18:04:00,6,18:04:00
2023-08-13,480,Calm;Anxious,Home;Hanging out;Strangers,broken clouds,Anxious,"High Energy, Negative",2023-08-13 18:04:00,6,18:04:00
2023-08-13,481,Pleasant;Motivated,Outside;Walking;Listening to music;By myself,overcast clouds,Pleasant,"Low Energy, Positive",2023-08-13 09:24:00,6,09:24:00
2023-08-13,481,Pleasant;Motivated,Outside;Walking;Listening to music;By myself,overcast clouds,Motivated,"High Energy, Positive",2023-08-13 09:24:00,6,09:24:00
2023-08-13,482,Proud;Accomplished,Outside;Walking;Listening to music;By myself,overcast clouds,Proud,"High Energy, Positive",2023-08-13 09:23:00,6,09:23:00
2023-08-13,482,Proud;Accomplished,Outside;Walking;Listening to music;By myself,overcast clouds,Accomplished,"High Energy, Positive",2023-08-13 09:23:00,6,09:23:00
2023-08-13,483,Desire;Longing,Home;Waking up;Pets,overcast clouds,Desire,"High Energy, Positive",2023-08-13 06:31:00,6,06:31:00
2023-08-13,483,Desire;Longing,Home;Waking up;Pets,overcast clouds,Longing,"Low Energy, Negative",2023-08-13 06:31:00,6,06:31:00
2023-08-12,484,Restless;Empty,Home;Watching shows;By myself,light rain,Restless,"High Energy, Negative",2023-08-12 15:48:00,5,15:48:00
2023-08-12,484,Restless;Empty,Home;Watching shows;By myself,light rain,Empty,"Low Energy, Negative",2023-08-12 15:48:00,5,15:48:00
2023-08-12,485,Appreciated;Chill,Outside;Walking;Friends,light rain,Appreciated,"High Energy, Positive",2023-08-12 12:30:00,5,12:30:00
2023-08-12,485,Appreciated;Chill,Outside;Walking;Friends,light rain,Chill,"Low Energy, Positive",2023-08-12 12:30:00,5,12:30:00
2023-08-12,486,Meh;Disconnected,Home;Writing;By myself,overcast clouds,Meh,"Low Energy, Negative",2023-08-12 07:20:00,5,07:20:00
2023-08-12,486,Meh;Disconnected,Home;Writing;By myself,overcast clouds,Disconnected,"Low Energy, Negative",2023-08-12 07:20:00,5,07:20:00
2023-08-11,487,Lonely,Home;Watching shows;By myself,overcast clouds,Lonely,"Low Energy, Negative",2023-08-11 18:04:00,4,18:04:00
2023-08-11,488,Meh;Wistful,Home;Reading;Pets,overcast clouds,Meh,"Low Energy, Negative",2023-08-11 15:36:00,4,15:36:00
2023-08-11,488,Meh;Wistful,Home;Reading;Pets,overcast clouds,Wistful,"Low Energy, Negative",2023-08-11 15:36:00,4,15:36:00
2023-08-10,489,Annoyed,Home;Resting;By myself,few clouds,Annoyed,"High Energy, Negative",2023-08-10 17:05:00,3,17:05:00
2023-08-10,490,Tired;Apathetic,Home;Reading;Watching shows;Resting;By myself,broken clouds,Tired,"Low Energy, Negative",2023-08-10 13:15:00,3,13:15:00
2023-08-10,490,Tired;Apathetic,Home;Reading;Watching shows;Resting;By myself,broken clouds,Apathetic,"Low Energy, Negative",2023-08-10 13:15:00,3,13:15:00
2023-08-10,491,Meh;Disengaged,Home;Writing;Family,overcast clouds,Meh,"Low Energy, Negative",2023-08-10 07:48:00,3,07:48:00
2023-08-10,491,Meh;Disengaged,Home;Writing;Family,overcast clouds,Disengaged,"Low Energy, Negative",2023-08-10 07:48:00,3,07:48:00
2023-08-09,492,Chill,Outside;Watching shows;Friends,,Chill,"Low Energy, Positive",2023-08-09 20:37:00,2,20:37:00
2023-08-09,493,Appreciated;Connected,Work;Planning teaching;Co-workers,light rain,Appreciated,"High Energy, Positive",2023-08-09 14:55:00,2,14:55:00
2023-08-09,493,Appreciated;Connected,Work;Planning teaching;Co-workers,light rain,Connected,"High Energy, Positive",2023-08-09 14:55:00,2,14:55:00
2023-08-09,494,Balanced,Home;Writing;Pets,broken clouds,Balanced,"Low Energy, Positive",2023-08-09 06:31:00,2,06:31:00
2023-08-08,495,Confident,Home;Writing;Networking;Strangers,broken clouds,Confident,"High Energy, Positive",2023-08-08 18:15:00,1,18:15:00
2023-08-08,496,Good,Work;Planning teaching;Co-workers,overcast clouds,Good,"Low Energy, Positive",2023-08-08 10:58:00,1,10:58:00
2023-08-07,497,Connected;Appreciated,Work,light rain,Connected,"High Energy, Positive",2023-08-07 15:30:00,0,15:30:00
2023-08-07,497,Connected;Appreciated,Work,light rain,Appreciated,"High Energy, Positive",2023-08-07 15:30:00,0,15:30:00
2023-08-07,498,Accomplished;Motivated,Home;Writing;By myself,light rain,Accomplished,"High Energy, Positive",2023-08-07 07:51:00,0,07:51:00
2023-08-07,498,Accomplished;Motivated,Home;Writing;By myself,light rain,Motivated,"High Energy, Positive",2023-08-07 07:51:00,0,07:51:00
2023-08-06,499,Chill;Balanced,Home;Resting;By myself,moderate rain,Chill,"Low Energy, Positive",2023-08-06 21:04:00,6,21:04:00
2023-08-06,499,Chill;Balanced,Home;Resting;By myself,moderate rain,Balanced,"Low Energy, Positive",2023-08-06 21:04:00,6,21:04:00
2023-08-06,500,Disengaged,Home;Writing;Waking up;Pets,overcast clouds,Disengaged,"Low Energy, Negative",2023-08-06 08:31:00,6,08:31:00
2023-08-05,501,Tired,Home;Resting,few clouds,Tired,"Low Energy, Negative",2023-08-05 18:53:00,5,18:53:00
2023-08-05,502,Chill;Pensive,Home;Watching shows;Eating;Pets,few clouds,Chill,"Low Energy, Positive",2023-08-05 16:28:00,5,16:28:00
2023-08-05,502,Chill;Pensive,Home;Watching shows;Eating;Pets,few clouds,Pensive,"Low Energy, Positive",2023-08-05 16:28:00,5,16:28:00
2023-08-05,503,Confident;At Ease,Home;Writing;Pets,overcast clouds,Confident,"High Energy, Positive",2023-08-05 08:06:00,5,08:06:00
2023-08-05,503,Confident;At Ease,Home;Writing;Pets,overcast clouds,At Ease,"Low Energy, Positive",2023-08-05 08:06:00,5,08:06:00
2023-08-04,504,Lonely;Down,Home;Watching shows;Pets,few clouds,Lonely,"Low Energy, Negative",2023-08-04 18:31:00,4,18:31:00
2023-08-04,504,Lonely;Down,Home;Watching shows;Pets,few clouds,Down,"Low Energy, Negative",2023-08-04 18:31:00,4,18:31:00
2023-08-04,505,Connected;Confident,Home;Writing;By myself,clear sky,Connected,"High Energy, Positive",2023-08-04 07:59:00,4,07:59:00
2023-08-04,505,Connected;Confident,Home;Writing;By myself,clear sky,Confident,"High Energy, Positive",2023-08-04 07:59:00,4,07:59:00
2023-08-03,506,Balanced;Confident,Outside;Walking;Pets,broken clouds,Balanced,"Low Energy, Positive",2023-08-03 18:41:00,3,18:41:00
2023-08-03,506,Balanced;Confident,Outside;Walking;Pets,broken clouds,Confident,"High Energy, Positive",2023-08-03 18:41:00,3,18:41:00
2023-08-03,507,Sad;Empty,Home;Back from run;By myself,broken clouds,Sad,"Low Energy, Negative",2023-08-03 08:24:00,3,08:24:00
2023-08-03,507,Sad;Empty,Home;Back from run;By myself,broken clouds,Empty,"Low Energy, Negative",2023-08-03 08:24:00,3,08:24:00
2023-08-02,508,Challenged;Tired,Home;Watching shows;Resting;By myself,overcast clouds,Challenged,"High Energy, Negative",2023-08-02 18:41:00,2,18:41:00
2023-08-02,508,Challenged;Tired,Home;Watching shows;Resting;By myself,overcast clouds,Tired,"Low Energy, Negative",2023-08-02 18:41:00,2,18:41:00
2023-08-02,509,Accomplished;Optimistic,Home;Writing;By myself,scattered clouds,Accomplished,"High Energy, Positive",2023-08-02 08:41:00,2,08:41:00
2023-08-02,509,Accomplished;Optimistic,Home;Writing;By myself,scattered clouds,Optimistic,"High Energy, Positive",2023-08-02 08:41:00,2,08:41:00
2023-08-01,510,Valued,Outside;Listening to music;Hanging out;Friends,overcast clouds,Valued,"High Energy, Positive",2023-08-01 21:10:00,1,21:10:00
2023-08-01,511,Meh;Grumpy,Outside;Walking;Pets,scattered clouds,Meh,"Low Energy, Negative",2023-08-01 16:28:00,1,16:28:00
2023-08-01,511,Meh;Grumpy,Outside;Walking;Pets,scattered clouds,Grumpy,"Low Energy, Negative",2023-08-01 16:28:00,1,16:28:00
2023-08-01,512,Down;Apathetic,Outside;Walking;By myself,broken clouds,Down,"Low Energy, Negative",2023-08-01 08:55:00,1,08:55:00
2023-08-01,512,Down;Apathetic,Outside;Walking;By myself,broken clouds,Apathetic,"Low Energy, Negative",2023-08-01 08:55:00,1,08:55:00
2023-07-31,513,Relaxed;Longing,Home;Resting;By myself,overcast clouds,Relaxed,"Low Energy, Positive",2023-07-31 18:31:00,0,18:31:00
2023-07-31,513,Relaxed;Longing,Home;Resting;By myself,overcast clouds,Longing,"Low Energy, Negative",2023-07-31 18:31:00,0,18:31:00
2023-07-31,514,Mellow,Work;Reading;Writing;Hanging out;Co-workers,overcast clouds,Mellow,"Low Energy, Positive",2023-07-31 10:32:00,0,10:32:00
2023-07-30,515,Tired;Sad,Home;Resting;By myself,scattered clouds,Tired,"Low Energy, Negative",2023-07-30 20:49:00,6,20:49:00
2023-07-30,515,Tired;Sad,Home;Resting;By myself,scattered clouds,Sad,"Low Energy, Negative",2023-07-30 20:49:00,6,20:49:00
2023-07-30,516,Disappointed,Outside;Walking;Pets,broken clouds,Disappointed,"Low Energy, Negative",2023-07-30 18:02:00,6,18:02:00
2023-07-29,517,Excited;Determined,Home;Waking up;Pets,broken clouds,Excited,"High Energy, Positive",2023-07-29 09:32:00,5,09:32:00
2023-07-29,517,Excited;Determined,Home;Waking up;Pets,broken clouds,Determined,"High Energy, Positive",2023-07-29 09:32:00,5,09:32:00
2023-07-28,518,Excited;Wishful,Home;Resting;Pets,few clouds,Excited,"High Energy, Positive",2023-07-28 20:16:00,4,20:16:00
2023-07-28,518,Excited;Wishful,Home;Resting;Pets,few clouds,Wishful,"Low Energy, Negative",2023-07-28 20:16:00,4,20:16:00
2023-07-28,519,Accomplished,Home;Writing;By myself,broken clouds,Accomplished,"High Energy, Positive",2023-07-28 17:34:00,4,17:34:00
2023-07-28,520,Tired;Annoyed,Home;Hanging out;Strangers;By myself,broken clouds,Tired,"Low Energy, Negative",2023-07-28 17:33:00,4,17:33:00
2023-07-28,520,Tired;Annoyed,Home;Hanging out;Strangers;By myself,broken clouds,Annoyed,"High Energy, Negative",2023-07-28 17:33:00,4,17:33:00
2023-07-28,521,Understood,At friends;Hanging out;Friends,broken clouds,Understood,"High Energy, Positive",2023-07-28 15:51:00,4,15:51:00
2023-07-28,522,Longing;Discouraged,Home;Writing;Waking up;By myself,few clouds,Longing,"Low Energy, Negative",2023-07-28 10:52:00,4,10:52:00
2023-07-28,522,Longing;Discouraged,Home;Writing;Waking up;By myself,few clouds,Discouraged,"Low Energy, Negative",2023-07-28 10:52:00,4,10:52:00
2023-07-27,523,Chill;Balanced,Commuting;Between places;Resting;Strangers;Family;By myself,overcast clouds,Chill,"Low Energy, Positive",2023-07-27 20:53:00,3,20:53:00
2023-07-27,523,Chill;Balanced,Commuting;Between places;Resting;Strangers;Family;By myself,overcast clouds,Balanced,"Low Energy, Positive",2023-07-27 20:53:00,3,20:53:00
2023-07-27,524,Wistful,Outside;Commuting;Between places;Strangers;Family;By myself,overcast clouds,Wistful,"Low Energy, Negative",2023-07-27 17:30:00,3,17:30:00
2023-07-27,525,Cheerful;Balanced,Vacation home;Outside;Between places;Strangers;Family,overcast clouds,Cheerful,"High Energy, Positive",2023-07-27 15:08:00,3,15:08:00
2023-07-27,525,Cheerful;Balanced,Vacation home;Outside;Between places;Strangers;Family,overcast clouds,Balanced,"Low Energy, Positive",2023-07-27 15:08:00,3,15:08:00
2023-07-26,526,Chill;Balanced,Vacation home;Hanging out;Eating;Family,broken clouds,Chill,"Low Energy, Positive",2023-07-26 20:07:00,2,20:07:00
2023-07-26,526,Chill;Balanced,Vacation home;Hanging out;Eating;Family,broken clouds,Balanced,"Low Energy, Positive",2023-07-26 20:07:00,2,20:07:00
2023-07-26,527,Accomplished,Vacation home;By myself,overcast clouds,Accomplished,"High Energy, Positive",2023-07-26 17:02:00,2,17:02:00
2023-07-26,528,Frustrated;Gaslit,Vacation home;Outside;Hanging out;Eating;Family,overcast clouds,Frustrated,"High Energy, Negative",2023-07-26 15:54:00,2,15:54:00
2023-07-26,528,Frustrated;Gaslit,Vacation home;Outside;Hanging out;Eating;Family,overcast clouds,Gaslit,"Low Energy, Negative",2023-07-26 15:54:00,2,15:54:00
2023-07-26,529,Concerned;Hopeful,Vacation home;Writing;By myself,overcast clouds,Concerned,"High Energy, Negative",2023-07-26 09:00:00,2,09:00:00
2023-07-26,529,Concerned;Hopeful,Vacation home;Writing;By myself,overcast clouds,Hopeful,"High Energy, Positive",2023-07-26 09:00:00,2,09:00:00
2023-07-26,530,Pensive,Vacation home;Writing;Waking up;By myself,overcast clouds,Pensive,"Low Energy, Positive",2023-07-26 06:33:00,2,06:33:00
2023-07-25,531,Tired;Disappointed,Shops;Hanging out;Family;By myself,overcast clouds,Tired,"Low Energy, Negative",2023-07-25 17:51:00,1,17:51:00
2023-07-25,531,Tired;Disappointed,Shops;Hanging out;Family;By myself,overcast clouds,Disappointed,"Low Energy, Negative",2023-07-25 17:51:00,1,17:51:00
2023-07-25,532,Chill;Wistful,Vacation home;Outside;After swimming;Walking;Listening to music;By myself,overcast clouds,Chill,"Low Energy, Positive",2023-07-25 08:54:00,1,08:54:00
2023-07-25,532,Chill;Wistful,Vacation home;Outside;After swimming;Walking;Listening to music;By myself,overcast clouds,Wistful,"Low Energy, Negative",2023-07-25 08:54:00,1,08:54:00
2023-07-24,533,Grateful;Loving,Vacation home;Resting;Family;By myself,overcast clouds,Grateful,"Low Energy, Positive",2023-07-24 19:15:00,0,19:15:00
2023-07-24,533,Grateful;Loving,Vacation home;Resting;Family;By myself,overcast clouds,Loving,"High Energy, Positive",2023-07-24 19:15:00,0,19:15:00
2023-07-24,534,Happy;Relaxed,Vacation home;Outside;Hanging out;Eating;Family,overcast clouds,Happy,"High Energy, Positive",2023-07-24 17:15:00,0,17:15:00
2023-07-24,534,Happy;Relaxed,Vacation home;Outside;Hanging out;Eating;Family,overcast clouds,Relaxed,"Low Energy, Positive",2023-07-24 17:15:00,0,17:15:00
2023-07-23,535,Nostalgic;Wistful,Commuting;Between places;Strangers;Family,overcast clouds,Nostalgic,"Low Energy, Negative",2023-07-23 14:31:00,6,14:31:00
2023-07-23,535,Nostalgic;Wistful,Commuting;Between places;Strangers;Family,overcast clouds,Wistful,"Low Energy, Negative",2023-07-23 14:31:00,6,14:31:00
2023-07-23,536,Accomplished;Amused,Commuting;Between places;Strangers;Family,light rain,Accomplished,"High Energy, Positive",2023-07-23 10:25:00,6,10:25:00
2023-07-23,536,Accomplished;Amused,Commuting;Between places;Strangers;Family,light rain,Amused,"High Energy, Positive",2023-07-23 10:25:00,6,10:25:00
2023-07-23,537,Grateful;Thoughtful,Commuting;Between places;Listening to music;Strangers;Family,broken clouds,Grateful,"Low Energy, Positive",2023-07-23 06:37:00,6,06:37:00
2023-07-23,537,Grateful;Thoughtful,Commuting;Between places;Listening to music;Strangers;Family,broken clouds,Thoughtful,"Low Energy, Positive",2023-07-23 06:37:00,6,06:37:00
2023-07-22,538,Excited;Tired,Home;Resting;Pets,light rain,Excited,"High Energy, Positive",2023-07-22 21:19:00,5,21:19:00
2023-07-22,538,Excited;Tired,Home;Resting;Pets,light rain,Tired,"Low Energy, Negative",2023-07-22 21:19:00,5,21:19:00
2023-07-22,539,Connected;Grateful,Outside;Walking;Friends,broken clouds,Connected,"High Energy, Positive",2023-07-22 11:30:00,5,11:30:00
2023-07-22,539,Connected;Grateful,Outside;Walking;Friends,broken clouds,Grateful,"Low Energy, Positive",2023-07-22 11:30:00,5,11:30:00
2023-07-22,540,Thoughtful;Pensive,Home;Writing;Waking up;Pets,broken clouds,Thoughtful,"Low Energy, Positive",2023-07-22 08:37:00,5,08:37:00
2023-07-22,540,Thoughtful;Pensive,Home;Writing;Waking up;Pets,broken clouds,Pensive,"Low Energy, Positive",2023-07-22 08:37:00,5,08:37:00
2023-07-21,541,Disconnected;Restless,Commuting;Between places;Listening to music;Strangers,scattered clouds,Disconnected,"Low Energy, Negative",2023-07-21 20:16:00,4,20:16:00
2023-07-21,541,Disconnected;Restless,Commuting;Between places;Listening to music;Strangers,scattered clouds,Restless,"High Energy, Negative",2023-07-21 20:16:00,4,20:16:00
2023-07-21,542,Lonely,Vacation home;Watching shows;By myself,overcast clouds,Lonely,"Low Energy, Negative",2023-07-21 13:45:00,4,13:45:00
2023-07-21,543,Melancholic;Empty,Vacation home;Watching shows;By myself,overcast clouds,Melancholic,"Low Energy, Negative",2023-07-21 13:23:00,4,13:23:00
2023-07-21,543,Melancholic;Empty,Vacation home;Watching shows;By myself,overcast clouds,Empty,"Low Energy, Negative",2023-07-21 13:23:00,4,13:23:00
2023-07-21,544,At Ease;Connected,Vacation home;Writing;By myself,overcast clouds,At Ease,"Low Energy, Positive",2023-07-21 07:00:00,4,07:00:00
2023-07-21,544,At Ease;Connected,Vacation home;Writing;By myself,overcast clouds,Connected,"High Energy, Positive",2023-07-21 07:00:00,4,07:00:00
2023-07-20,545,Lonely;Peaceful,Vacation home;Watching shows;Pets,scattered clouds,Lonely,"Low Energy, Negative",2023-07-20 18:03:00,3,18:03:00
2023-07-20,545,Lonely;Peaceful,Vacation home;Watching shows;Pets,scattered clouds,Peaceful,"Low Energy, Positive",2023-07-20 18:03:00,3,18:03:00
2023-07-20,546,Accomplished;Resigned,Vacation home;Reading;Writing,scattered clouds,Accomplished,"High Energy, Positive",2023-07-20 14:00:00,3,14:00:00
2023-07-20,546,Accomplished;Resigned,Vacation home;Reading;Writing,scattered clouds,Resigned,"Low Energy, Negative",2023-07-20 14:00:00,3,14:00:00
2023-07-20,547,Uncertain;Pensive,Vacation home;Outside;Walking;By myself,few clouds,Uncertain,"Low Energy, Negative",2023-07-20 08:50:00,3,08:50:00
2023-07-20,547,Uncertain;Pensive,Vacation home;Outside;Walking;By myself,few clouds,Pensive,"Low Energy, Positive",2023-07-20 08:50:00,3,08:50:00
2023-07-19,548,Relaxed;Wistful,Vacation home;Watching shows;By myself,overcast clouds,Relaxed,"Low Energy, Positive",2023-07-19 19:00:00,2,19:00:00
2023-07-19,548,Relaxed;Wistful,Vacation home;Watching shows;By myself,overcast clouds,Wistful,"Low Energy, Negative",2023-07-19 19:00:00,2,19:00:00
2023-07-19,549,Inspired,Vacation home;Outside;Walking;By myself,overcast clouds,Inspired,"High Energy, Positive",2023-07-19 11:09:00,2,11:09:00
2023-07-19,550,Good,Vacation home;Writing;Waking up;Pets,overcast clouds,Good,"Low Energy, Positive",2023-07-19 08:25:00,2,08:25:00
2023-07-18,551,Restless;Insecure,Vacation home;Watching shows;By myself,broken clouds,Restless,"High Energy, Negative",2023-07-18 19:47:00,1,19:47:00
2023-07-18,551,Restless;Insecure,Vacation home;Watching shows;By myself,broken clouds,Insecure,"Low Energy, Negative",2023-07-18 19:47:00,1,19:47:00
2023-07-18,552,Lonely;Disengaged,Vacation home;Watching shows;Writing;By myself,scattered clouds,Lonely,"Low Energy, Negative",2023-07-18 16:24:00,1,16:24:00
2023-07-18,552,Lonely;Disengaged,Vacation home;Watching shows;Writing;By myself,scattered clouds,Disengaged,"Low Energy, Negative",2023-07-18 16:24:00,1,16:24:00
2023-07-18,553,Accomplished;Cheerful,Vacation home;Writing;By myself,clear sky,Accomplished,"High Energy, Positive",2023-07-18 08:15:00,1,08:15:00
2023-07-18,553,Accomplished;Cheerful,Vacation home;Writing;By myself,clear sky,Cheerful,"High Energy, Positive",2023-07-18 08:15:00,1,08:15:00
2023-07-17,554,At Ease;Content,Vacation home;Watching shows,overcast clouds,At Ease,"Low Energy, Positive",2023-07-17 18:38:00,0,18:38:00
2023-07-17,554,At Ease;Content,Vacation home;Watching shows,overcast clouds,Content,"Low Energy, Positive",2023-07-17 18:38:00,0,18:38:00
2023-07-17,555,Balanced;Inspired,Outside;After swimming;Walking;By myself,moderate rain,Balanced,"Low Energy, Positive",2023-07-17 09:32:00,0,09:32:00
2023-07-17,555,Balanced;Inspired,Outside;After swimming;Walking;By myself,moderate rain,Inspired,"High Energy, Positive",2023-07-17 09:32:00,0,09:32:00
2023-07-16,556,Meh;Restless,Home;Watching shows;Pets,scattered clouds,Meh,"Low Energy, Negative",2023-07-16 17:14:00,6,17:14:00
2023-07-16,556,Meh;Restless,Home;Watching shows;Pets,scattered clouds,Restless,"High Energy, Negative",2023-07-16 17:14:00,6,17:14:00
2023-07-16,557,Tired,Home;Writing;By myself,broken clouds,Tired,"Low Energy, Negative",2023-07-16 11:21:00,6,11:21:00
2023-07-15,558,Relaxed;Connected,Outside;Listening to music;Hanging out;Strangers;Friends,broken clouds,Relaxed,"Low Energy, Positive",2023-07-15 20:12:00,5,20:12:00
2023-07-15,558,Relaxed;Connected,Outside;Listening to music;Hanging out;Strangers;Friends,broken clouds,Connected,"High Energy, Positive",2023-07-15 20:12:00,5,20:12:00
2023-07-15,559,Accomplished;Motivated,Home;Writing;By myself,overcast clouds,Accomplished,"High Energy, Positive",2023-07-15 06:28:00,5,06:28:00
2023-07-15,559,Accomplished;Motivated,Home;Writing;By myself,overcast clouds,Motivated,"High Energy, Positive",2023-07-15 06:28:00,5,06:28:00
2023-07-15,560,Nostalgic;Longing,Home;Waking up;By myself,overcast clouds,Nostalgic,"Low Energy, Negative",2023-07-15 05:25:00,5,05:25:00
2023-07-15,560,Nostalgic;Longing,Home;Waking up;By myself,overcast clouds,Longing,"Low Energy, Negative",2023-07-15 05:25:00,5,05:25:00
2023-07-14,561,Balanced;Happy,Outside;Walking;Listening to music;By myself,scattered clouds,Balanced,"Low Energy, Positive",2023-07-14 13:59:00,4,13:59:00
2023-07-14,561,Balanced;Happy,Outside;Walking;Listening to music;By myself,scattered clouds,Happy,"High Energy, Positive",2023-07-14 13:59:00,4,13:59:00
2023-07-14,562,Motivated;Excited,Home;Writing;By myself,clear sky,Motivated,"High Energy, Positive",2023-07-14 07:05:00,4,07:05:00
2023-07-14,562,Motivated;Excited,Home;Writing;By myself,clear sky,Excited,"High Energy, Positive",2023-07-14 07:05:00,4,07:05:00
2023-07-13,563,Determined;Pensive,Home;Watching shows;Writing;Resting;Pets,few clouds,Determined,"High Energy, Positive",2023-07-13 19:22:00,3,19:22:00
2023-07-13,563,Determined;Pensive,Home;Watching shows;Writing;Resting;Pets,few clouds,Pensive,"Low Energy, Positive",2023-07-13 19:22:00,3,19:22:00
